,company,country,description,location,review,salary,star,title
9,Acciona,Australia,"As the custodian of AEAG spatial data, the GIS Analyst will ensure that all data is current and maintained to a high quality....",Melbourne VIC,270,None,51.0,GIS Analyst
0,Sportsbet.com.au,Australia,Collaborate with Data Solutions and Trading teams to automate manual tasks and increase Trading efficiency. Risk & Trading....,Melbourne VIC,2,None,30.0,Racing Optimisation Analyst
1,DorsaVi,Australia,"We are seeking an experienced analyst to work with our clients to identify occupational risks, capture workplace data using our wearable motion sensor...",Melbourne VIC,None,None,None,Analyst – ViSafe
2,Citi,Australia,"The Performance Analyst will be responsible for providing oversight of the Operational off- shore service centres producing performance, attribution analysis,...",Melbourne VIC,11065,None,44.4,Unit Pricing / Performance Analyst
3,Telstra,Australia,You'll be experienced in using a ticketing system such as Remedy for the raising and updating of tickets and extracting data for reporting....,Melbourne City Centre VIC,631,None,51.0,ISOCC IR Analyst
4,AGL Energy,Australia,"The Quantitative Modelling Analyst has the unique opportunity to be a core contributor in the New Energy Analytics & Planning Team, supporting the New Energy...",Melbourne City Centre VIC,44,None,44.4,Quantitative Modelling Analyst
5,King & Wood Mallesons,Australia,Position Description - ALT - Information Analyst - August 2017.doc. Your primary focus will be on providing e-discovery on-line data room support to the firm's...,Melbourne VIC,10,None,51.6,Information Analyst
9,Department of Justice and Regulation,Australia,"You will be responsible for overseeing the collection and maintenance of departmental health, safety and wellbeing data and information to establish a central...",Melbourne VIC,5,"$92,253 - $111,619 a year",42.6,Safety System Analyst
0,Cricket Australia,Australia,An understanding of the value of data and the ability to turn data into actionable insights. Experience with Data Management and modelling advantageous....,Melbourne VIC,2,None,51.0,Marketing Analyst
1,MessageMedia,Australia,"Review current product pricing, secure approval for recommended changes, implement changes and evaluate sales & process impact based on data....",Melbourne VIC,None,None,None,Pricing Analyst
2,Corporate Information Systems,Australia,Who are we? Established over 25 years ago Corporate Information Systems (CIS) is a specialist Recruitment and Professional Services company. We are...,Melbourne VIC,2,None,60.0,Multiple Roles
3,nbn™,Australia,You will demonstrate your experience in analysis of process data sources to identify problems and improvement opportunities with processes as well as working...,Melbourne VIC,30,None,44.4,Business Process Analyst
4,Davidson,Australia,Perform Data Analysis & Data Mapping. The skills required for the Data / Systems analyst:. Data Analyst to join a great organisation on an exciting program of...,Melbourne VIC,4,None,43.8,Data Analyst
5,Altablue,Australia,The Data Analyst will help support the project team with various data analytics and reviewing transactional shop data in the retail sector....,Melbourne VIC,None,None,None,Data Analyst
6,Fuse Recruitment,Australia,Minimum of 2 years' experience working as a data analyst ideally with a product design team. Due to their continued success they are looking for an experienced...,Melbourne VIC,4,None,54.0,Data Analyst
7,Cummins Inc.,Australia,Marketing Analyst Intern – Service Business. A highly analytical and data minded approach. Data collection and analysis with the intent of presenting...,Melbourne VIC,2000,None,44.4,Marketing Analyst Intern – Service Business
8,The Just Group,Australia,"Ad hoc analysis of retail data specialising in sales, and salaries. The Just Group is an established, progressive and growing multinational organisation with...",Melbourne City Centre VIC,28,None,52.8,Retail Operations Analyst
9,Coles,Australia,"Able to understand, interpret and integrate other retail and customer data where appropriate eg. sales data, financial data, Nielsen scan and panel data....",Hawthorn East VIC,1512,None,44.4,FLYBUYS ANALYST - PARTNERS
0,AFTERPAY TOUCH GROUP,Australia,"Data mapping, integration and interface analysis is also required. The Technical Business Analyst is responsible for eliciting, scoping, classifying and...",Melbourne VIC,None,None,None,TECHNICAL BUSINESS ANALYST
2,Heinz Australia,Australia,Commercial Performance Analyst. Ensure reliability and completeness of data in the GL and the data warehouse (and local subsystems)....,Melbourne VIC,None,None,None,Analyst - Commercial Performance AU
3,KORNFERRY,Australia,You will have expert technical skills including data mining and manipulation as well as the ability to interpret financial and operational data....,Melbourne VIC,None,None,None,"Contingent Systems Analyst, Melbourne"
4,Serco Group,Australia,"Demonstrated ability to analyse and interpret data. With a large footprint in contact centres across Australia, we have an exciting opportunity for a Real Time...",Melbourne VIC,2657,None,42.6,Real Time Analyst
5,Salmat,Australia,Workforce Analyst - flybuys. Updating and maintaining accurate schedule data. Ability to analyse data and disseminate for distribution to varying stakeholders....,Melbourne VIC,168,None,43.2,Workforce Analyst
6,AMP Limited,Australia,"The role of the Business Analyst - Group Insurance Services (GIS) is primarily to focus on reviewing current processes, data, complexity and with a view to...",Melbourne VIC,142,None,51.0,"Business Analyst, Insurance"
7,Toll,Australia,"As a senior project analyst you will be responsible for ensuring the projects run smoothly, efficiently and on budget and time within the global network...",Melbourne VIC,None,None,None,Senior Project Analyst
8,AGL Energy,Australia,"Experience in data analytics with the ability to collect, organize and interpret significant amounts of information with attention to detail and accuracy....",Melbourne City Centre VIC,44,None,44.4,Revenue Assurance Analyst
9,Department of Industry,Australia,"Develop your quantitative and statistical analysis techniques to collect, analyse and manipulate data; Research and analytical skills, as well as an aptitude...",Melbourne VIC,3,None,31.2,"Analyst, APS Level 4, Anti-Dumping Commission, Investigations"
1,Fonterra,Australia,An exciting opportunity to work with Fonterra on a 12 month contract as our Specialist Reporting Analyst gaining exposure across multiple business units....,Mount Waverley VIC,136,None,51.6,Finance Reporting Analyst
2,Origin Energy,Australia,"Establishing service level agreements with providers of metering and data services, including negotiation of the purchase of these services as appropriate....",Melbourne VIC,132,None,44.4,Metering Compliance & Performance Analyst
3,Spotless,Australia,Business / Test Analyst – Facilities Management Systems. Spotless Information Services provides a support service to our contracts by deploying and supporting...,Melbourne VIC,416,None,43.8,PPP - VIC - IS Test Analyst
4,Spotless,Australia,"We are looking for an experienced Performance Management Analyst to join our Infrastructure, Telecommunications and Utilities sector....",Melbourne VIC,416,None,43.8,Performance Management Analyst
5,Bombardier,Australia,We are seeking applications for an experienced Maintenance Analyst to join our team in Dandenong. Review of maintenance regimes against fault and reliability...,Dandenong VIC,1669,None,51.0,Maintenance Analyst
6,Hays,Australia,"High volume data entry. They have an immediate vacancy for a full time, temporary Data Entry Clerk/Data Analyst within their sales and marketing team....",Melbourne City Centre VIC,466,None,42.6,Data Entry Clerk/Data Analyst
7,Michael Page,Australia,"Seeking multiple technically strong data analysts. Data Analysis & Development Industry:. Analyse and develop data to not only provide insights, but also...",Melbourne Northern Suburbs VIC,157,None,42.0,Data Analyst
0,AFTERPAY TOUCH GROUP,Australia,"SQL and data modelling knowledge/experience is preferred but not essential. The Technical Business Analyst is responsible for eliciting, scoping, classifying...",Melbourne VIC,None,None,None,TECHNICAL BUSINESS ANALYST - Payments
1,Computershare,Australia,Certification as a Business Analyst practitioner. Ability to collect and analyse complex material and data....,Abbotsford VIC,433,None,42.6,Associate Business Analysts
2,Terra Firma,Australia,You have strong Business Process Mapping/Re-engineering skills and are able to interpret this data to elicit the best outcome for clients....,Melbourne VIC,9,None,44.4,Agile Business Analysts
3,Finite,Australia,Senior Reporting Analyst. Familiar in dealing with high volumes of data. Ability to extract and manipulate information and data from key business systems using...,Melbourne VIC,None,None,None,Reporting Analyst - Tableau
4,Michael Page,Australia,"Experience with Geo-located data. Understanding data sovereignty and security requirements. Assist in analysis of File Server data, tools and architectures....",Melbourne Eastern Suburbs VIC,157,None,42.0,Junior Business Analyst
