,company,country,description,location,review,salary,star,title
11,Continental Technology Solutions,Singapore,"A technical engineer with level 2 24x7 network support role, both in the Data centers and campuses. The person should have 3 to 5 years of network engineer...",Singapore,None,None,None,Level 1.5 Network Engineer.
12,Venture Corporation Limited,Singapore," Sound understanding and working knowledge in managing relational, columnal database, large data set, data warehouse, business intelligent tools and analytics...",Ang Mo Kio,9,None,51.0,Senior / System Engineer
3,Kelly Services-Singapore,Singapore,"Provide monthly report data, as required. By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to...",Singapore,9502,None,44.4,Purchasing Assistant / Salary $2500 - $3000 / MNC / West
4,ITCS Group,Singapore,Experience as a SUN System Engineer. At least 2 years of relevant Data Center experience. Hardware Break-fix Knowledge on SUN platform – able to do...,Singapore,None,None,None,SUN Hardware Systems Engineer (Data Center Break-fix)
5,Honestbee,Singapore,honestbee is a more than just a grocery delivery app. We are Asia's leading online concierge and delivery service for all your lifestyle needs. We take care...,Singapore,10,None,41.4,Senior Backend Engineer
6,Finisar Singapore Pte Ltd,Singapore,"Basic engineering statistics, data and distribution analysis skill is required. Wafer sort and Final Test yield monitoring and data analysis....",Singapore,46,None,43.8,Sustaining IC Product Engineer
7,Yoli Engineering & Construction,Singapore,"Attend to sales inquires, calculating client quotations, order handling and prepare equipment data sheets. Managing and interpreting customer requirements....",East Singapore,None,None,None,Sales Engineer
8,Career Hub,Singapore,Liaise with engineers on data accuracy / error readings. Permanent (Full Time) Responsibilities:....,North Singapore,None,None,None,Admin Assistant / Receptionist
9,People Profilers,Singapore,We regret that only shortlisted candidates will be notified.Please be informed that the personal data you provided by way of your job application to People...,Singapore,None,None,None,Control and instrumentation Engineer( Automation Industry / MNC )
10,Staffhub LLP,Singapore,"Able to prepare a hand written work done, with data recorded as per format. As a Service Engineer must be a role model who set good example including....",Pioneer,None,None,None,Service Engineer
11,Centre for Strategic Infocomm Technologies (CSIT),Singapore,"Storage and data protection services. Troubleshoot, diagnose and resolve system faults and failures in the data centre and/or end user computing terminals....",Singapore,None,None,None,Infrastructure Engineer
12,Centre for Strategic Infocomm Technologies (CSIT),Singapore,"Specialised knowledge in IT or communications infrastructure, e.g. Data Centre Management. Design, develop and implement automation tools, analytics and self...",Singapore,None,None,None,Infrastructure Automation Engineer
6,Xpand Group,Singapore,"From concept design and testing to data analysis and support, you will oversee the technical execution and business operations of the clients product...",Singapore,None,None,None,Technical Solutions Specialist
7,Xilinx,Singapore,"The 1st part of project involves the parametric data collection across process, voltage and temperature, data analysis, and characterisation of the product...",Singapore,70,None,44.4,NPI Product Engineering Intern
8,Dimension Data,Singapore,Diversity in Dimension Data. Join our growing global team and accelerate your career with Dimension Data. Dimension Data is an equal opportunity employer with a...,Kallang,487,None,43.8,PS Implementation Engineer (L2)
11,Netrust,Singapore,"Support and assist day-to-day operations of IT Department and Data Centre – Helpdesk, Desktop, Server, Networking, IT Procurement, and Projects....",Singapore,None,None,None,Support Engineer
12,ES RECRUITMENT,Singapore,"Local company seeking for Service Engineer. By submitting your resume to ES Recruitment Pte Ltd directly or via any channels, you consent to the cross-border...",Jurong,None,"$1,500 - $1,700 a month",None,Service Engineer (West / Entry / Class 3 / Nitec / Singaporean)
4,Datastax,Singapore,"Knowledge of multi-datacenter / global deployments and distributed architectures DataStax, the leader in data management for cloud applications, is seeking a...",East Coast,5,None,41.4,Solutions Engineer-Key Accounts
8,National University of Singapore,Singapore,Report and analyse statistical data and findings to the Management. Industry Engagement and Internship Management....,Queenstown,114,None,51.6,Executive/Senior Executive
11,Dimension Data,Singapore,Diversity in Dimension Data. Service Delivery Support Engineer (L1) are required to strictly comply with all processes and procedures as prescribed by Dimension...,Kallang,487,None,43.8,Associate Engineer II - ES
3,GMP Banking,Singapore,"Assisting in the implementation of SharePoint 2016, including migration of data from legacy SharePoint. Be involved in the implementation of Nintex SharePoint...",Singapore,None,None,None,IT Engineer (Nintex Workflow for SharePoint) – Perm
4,Paywhere Pte Ltd,Singapore,"Experience in creating REST APIs, making AJAX calls, and JSON data objects. Platform Engineer’s roles are to create a solid yet flexible foundation for users...",Queenstown,None,None,None,Platform Engineer
5,Takatack Technologies Pte Ltd,Singapore,"Experience in creating REST APIs, making AJAX calls, and JSON data objects. Platform Engineer’s roles are to create a solid yet flexible foundation for users...",Queenstown,None,None,None,platform-engineer
6,Career Hub,Singapore,Perform and process daily analysis of operations data. Permanent (Full Time) Responsibilities:....,East Singapore,None,None,None,Senior Process Engineer
7,Career Hub,Singapore,Compile yield data of substrate and blank; Strong interest in process improvement and have good analytical skill on process data....,East Singapore,None,None,None,Senior Engineer
8,Regional Telco,Singapore,"Assist senior engineer in engineering project distributions and rollout. Design, plan and engineer different network platforms and systems to meet product...",Central Singapore,None,"$4,500 - $5,500 a month",None,Network Engineer
10,Consistel,Singapore,"Responsibilities: RF: Responsible for: RF survey, design, and proposal preparation for in-building and outdoor DAS cellular networks RF link budget...",Singapore,None,None,None,Project / RF Engineer
11,Dimension Data,Singapore,Diversity in Dimension Data. Service Delivery Support Engineer (L1) are required to strictly comply with all processes and procedures as prescribed by Dimension...,Bedok,487,None,43.8,Client Service Engineer
4,Kingsforce,Singapore,Instruct all related supervisor to maintains and update the data timely. Organize and set up piping data sheet for piping works control and monitoring....,Singapore,None,None,None,Piping Engineer
5,HackerTrail,Singapore,A technology start-up in Asia is building their data and technology capabilities in Singapore. They are hiring for Data Scientists and Machine Learning...,Singapore,None,None,None,Data Scientist – Deep Learning / Fraud (SGD 7K - 10K)
6,Kingsforce,Singapore,Provide up to date data and summary on progress matters as and when required. Duties & Responsibilities:....,Singapore,None,None,None,Planning Engineer
7,Ambition Group Singapore Pte Ltd,Singapore,"Data provided is for recruitment purposes only. Very solid computer science fundamentals, including algorithms, data structure, etc....",Singapore,None,None,None,Tooling Engineering Manager
8,Unisoft Infotech Pte Ltd,Singapore,"Performing original quantitative research on large, complex data sets, including acquisition of domain knowledge, determination of important research questions,...",Singapore,None,None,None,Data Scientist
11,HKM HR Management Pte Ltd.,Singapore,"Technical clarification and preparation of equipment data sheets. Ensure the accuracy and prompt submission of all quotations, technical data, order entry and...",Jurong,None,None,None,Technical Engineer (MNC/ EPC - Handling Equipment) /$3.5K-$4K
3,GIC Investment,Singapore,"Data & Analytics Department. DAD would be responsible for leveraging on data science and research at the enterprise level, facilitating enterprise-wide...",Tanjong Pagar,None,None,None,"AVP/VP, Product Manager, GIC Labs"
4,Adecco Personnel,Singapore,"- The Opportunity Our Client is Singapore's enhanced network service provider, they committed to offering a fully integrated mobile solution for people who...",Toa Payoh,10892,None,43.8,Associate Engineer
5,A-IT SOFTWARE SERVICES PTE LTD,Singapore,* Singaporean candidates only. * 2-3 years of relevant experience * Degree or Diploma in IT/Computer Science or related discipline with prior experience in...,Singapore,None,None,None,Operations Engineer
6,Dimension Data,Singapore,Diversity in Dimension Data. Evaluate each opportunity for alignment with Dimension Data capabilities and business policy....,Kallang,487,None,43.8,"Associate Technical Architect, Networking"
